"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 04 22:03:35 GMT 2023","Mon Dec 04 22:03:35 GMT 2023","36","Run Smoke","Re-run","tests.create.AlwaysTests","tests.create.AlwaysTests","alwaysPass","alwaysPass",""
"failed","Mon Dec 04 22:03:35 GMT 2023","Mon Dec 04 22:03:35 GMT 2023","33","Run Smoke","Re-run","tests.create.AlwaysTests","tests.create.AlwaysTests","alwaysFail","alwaysFail",""
